company,date,revenue,expense,cogs,gross_profit,operating_profit,net_profit,category,region
AlphaCorp,2023-10-25,2116.73,1736.01,1184.7,932.04,273.62,205.64,Marketing,West
AlphaCorp,2023-10-26,1532.41,1436.8,973.06,559.35,39.07,-79.89,Marketing,South
AlphaCorp,2023-10-27,1731.32,1492.38,843.19,888.13,423.78,298.69,IT,West
AlphaCorp,2023-10-28,1796.75,1683.29,1026.11,770.64,332.13,207.28,IT,North
AlphaCorp,2023-10-29,1726.48,917.84,498.52,1227.95,904.35,835.2,IT,North
AlphaCorp,2023-10-30,1644.27,1373.95,802.63,841.64,539.89,420.93,Operations,West
AlphaCorp,2023-10-31,1424.5,813.42,476.02,948.48,782.71,692.31,Operations,South
AlphaCorp,2023-11-01,1289.08,678.57,401.99,887.1,699.73,601.63,HR,East
AlphaCorp,2023-11-02,1506.21,961.56,526.32,979.89,632.38,581.07,IT,South
AlphaCorp,2023-11-03,1204.67,949.97,574.62,630.05,396.88,311.71,HR,East
AlphaCorp,2023-11-04,1379.75,1402.16,902.6,477.15,157.86,90.21,Operations,West
AlphaCorp,2023-11-05,1428.8,706.64,487.67,941.14,700.36,580.48,IT,South
AlphaCorp,2023-11-06,973.44,602.89,382.63,590.81,356.88,262.11,HR,East
AlphaCorp,2023-11-07,1485.84,1152.93,692.4,793.45,410.16,277.4,IT,South
AlphaCorp,2023-11-08,1866.88,1296.02,699.21,1167.68,891.84,789.65,Operations,West
AlphaCorp,2023-11-09,2013.66,1725.38,1020.86,992.79,330.4,208.25,IT,West
AlphaCorp,2023-11-10,1545.85,1073.99,659.36,886.49,602.9,503.98,Operations,East
AlphaCorp,2023-11-11,1295.19,524.73,292.65,1002.54,874.92,734.69,HR,East
AlphaCorp,2023-11-12,1725.72,1315.57,773.3,952.42,603.13,458.09,IT,East
AlphaCorp,2023-11-13,1815.29,2424.75,1259.37,555.92,-11.27,-103.33,Marketing,West
AlphaCorp,2023-11-14,1279.58,517.93,339.82,939.77,816.69,689.27,HR,East
AlphaCorp,2023-11-15,2004.14,1814.9,1122.05,882.09,250.43,165.36,Operations,North
AlphaCorp,2023-11-16,2028.86,1640.45,975.79,1053.07,554.0,444.72,IT,West
AlphaCorp,2023-11-17,1758.18,3432.63,2333.52,-575.34,-1945.8,-2042.37,Marketing,East
AlphaCorp,2023-11-18,1146.22,760.81,522.67,623.55,422.79,324.6,HR,East
AlphaCorp,2023-11-19,1491.01,1100.64,769.46,721.55,312.84,247.11,IT,South
AlphaCorp,2023-11-20,1940.16,1890.75,1173.78,766.38,229.64,84.26,Marketing,South
AlphaCorp,2023-11-21,1569.75,1054.08,735.59,834.16,607.66,490.4,Operations,North
AlphaCorp,2023-11-22,1234.65,780.47,409.19,825.47,570.82,508.35,HR,East
AlphaCorp,2023-11-23,1168.35,786.03,456.0,712.35,531.26,467.55,HR,East
AlphaCorp,2023-11-24,1497.89,1018.94,530.45,967.44,683.0,556.87,Operations,East
AlphaCorp,2023-11-25,1376.91,1653.84,875.13,501.78,-39.89,-178.53,HR,North
AlphaCorp,2023-11-26,1766.33,1353.53,853.25,913.09,479.85,392.73,Operations,East
AlphaCorp,2023-11-27,1775.2,1617.22,1011.67,763.53,356.98,286.89,IT,North
AlphaCorp,2023-11-28,2062.57,1856.02,1203.61,858.95,273.36,134.9,IT,West
AlphaCorp,2023-11-29,1378.75,1210.11,787.66,591.08,156.14,98.91,Operations,South
AlphaCorp,2023-11-30,1704.46,1473.63,839.13,865.32,449.34,336.96,Operations,North
AlphaCorp,2023-12-01,1798.16,987.07,541.84,1256.32,897.2,829.17,IT,South
AlphaCorp,2023-12-02,2449.28,1458.17,965.96,1483.32,903.35,815.94,IT,West
AlphaCorp,2023-12-03,2187.96,1841.44,1125.58,1062.39,397.02,345.19,IT,West
AlphaCorp,2023-12-04,1779.96,1829.46,1051.52,728.44,195.73,114.42,Operations,South
AlphaCorp,2023-12-05,1912.22,1717.18,1038.81,873.41,257.38,189.93,IT,East
AlphaCorp,2023-12-06,1603.29,1293.25,750.88,852.41,536.31,435.34,HR,North
AlphaCorp,2023-12-07,1862.81,908.63,536.18,1326.63,1012.34,882.28,IT,South
AlphaCorp,2023-12-08,2040.28,1228.35,727.83,1312.44,954.32,891.82,IT,East
AlphaCorp,2023-12-09,1299.34,681.83,454.9,844.44,688.49,591.23,HR,South
AlphaCorp,2023-12-10,1611.73,1024.66,581.43,1030.3,788.91,646.89,Operations,South
AlphaCorp,2023-12-11,2553.81,3263.71,2113.62,440.19,-546.0,-613.42,Marketing,West
AlphaCorp,2023-12-12,2159.66,1130.49,595.17,1564.48,1170.19,1033.92,IT,East
AlphaCorp,2023-12-13,2112.17,1841.22,924.49,1187.68,809.24,697.9,Operations,West
AlphaCorp,2023-12-14,2039.11,1529.31,1038.37,1000.73,553.58,440.52,IT,South
AlphaCorp,2023-12-15,1922.39,958.93,602.12,1320.27,1068.49,639.82,HR,West
AlphaCorp,2023-12-16,2018.13,2002.53,1386.22,631.91,93.58,-49.31,Operations,North
AlphaCorp,2023-12-17,1622.23,1069.77,632.37,989.86,610.96,542.6,HR,North
AlphaCorp,2023-12-18,1834.84,1777.94,904.97,929.87,429.62,321.03,Operations,North
AlphaCorp,2023-12-19,2325.58,1658.72,843.3,1482.28,1071.64,925.99,Operations,West
AlphaCorp,2023-12-20,1398.35,1111.81,625.97,772.38,348.81,264.5,HR,East
AlphaCorp,2023-12-21,1421.92,975.07,553.01,868.91,576.43,469.88,HR,East
AlphaCorp,2023-12-22,1667.73,1054.25,664.48,1003.25,773.59,646.33,Operations,South
AlphaCorp,2023-12-23,1767.4,1694.13,927.52,839.87,355.38,273.84,Operations,North
AlphaCorp,2023-12-24,1700.51,1406.48,844.99,855.52,376.69,296.22,Operations,South
AlphaCorp,2023-12-25,1840.54,1031.48,656.04,1184.5,898.49,807.06,IT,East
AlphaCorp,2023-12-26,2030.01,1885.08,1235.78,794.23,124.3,9.9,Marketing,East
AlphaCorp,2023-12-27,2085.13,1846.31,1162.1,923.03,240.3,101.03,IT,West
AlphaCorp,2023-12-28,1438.73,752.87,391.02,1047.72,768.23,643.56,HR,East
AlphaCorp,2023-12-29,2179.89,1430.94,944.07,1235.81,867.22,807.3,Marketing,South
AlphaCorp,2023-12-30,1350.64,817.17,495.87,854.76,637.64,536.22,HR,South
AlphaCorp,2023-12-31,1351.11,516.79,297.12,1053.99,922.82,807.08,HR,South
AlphaCorp,2024-01-01,2662.45,1431.36,757.61,1904.84,1537.01,1406.73,IT,North
AlphaCorp,2024-01-02,1970.46,1029.45,557.59,1412.87,1162.79,1060.16,IT,South
AlphaCorp,2024-01-03,2330.11,1952.77,1203.82,1126.29,630.02,579.09,IT,North
AlphaCorp,2024-01-04,2722.99,5424.57,3231.09,-508.1,-2395.41,-2518.36,Marketing,North
AlphaCorp,2024-01-05,2077.39,1465.57,843.26,1234.13,874.27,822.87,HR,West
AlphaCorp,2024-01-06,1680.53,1193.38,789.36,891.18,603.62,454.96,HR,East
AlphaCorp,2024-01-07,2161.79,1364.55,954.22,1207.57,866.5,759.53,Operations,South
AlphaCorp,2024-01-08,2809.42,2884.62,1537.08,1272.33,203.93,108.25,IT,West
AlphaCorp,2024-01-09,2476.24,2498.59,1363.1,1113.14,154.94,103.9,Operations,West
AlphaCorp,2024-01-10,1403.67,1067.68,627.65,776.02,364.74,235.18,Operations,East
AlphaCorp,2024-01-11,1515.33,664.31,420.98,1094.35,899.76,767.9,HR,East
AlphaCorp,2024-01-12,2248.52,1709.53,1010.83,1237.69,846.55,741.59,Marketing,North
AlphaCorp,2024-01-13,2737.63,3666.22,2060.61,677.02,-762.74,-851.02,Marketing,West
AlphaCorp,2024-01-14,2066.62,1334.93,739.57,1327.04,987.43,871.82,Operations,East
AlphaCorp,2024-01-15,1646.85,797.92,427.24,1219.61,946.79,832.16,HR,East
AlphaCorp,2024-01-16,2116.93,3210.84,1715.17,401.76,-500.87,-629.21,HR,West
AlphaCorp,2024-01-17,1895.75,1085.81,564.96,1330.79,940.1,828.61,HR,West
AlphaCorp,2024-01-18,2148.04,1472.33,917.38,1230.67,787.27,730.65,Operations,East
AlphaCorp,2024-01-19,2909.33,3580.82,2469.04,440.28,-909.35,-633.63,Marketing,West
AlphaCorp,2024-01-20,1806.0,1074.59,712.94,1093.06,761.76,614.33,HR,North
AlphaCorp,2024-01-21,1946.16,1445.45,1010.79,935.37,423.3,291.22,HR,North
AlphaCorp,2024-01-22,2288.8,1468.11,963.35,1325.45,998.24,885.66,Marketing,South
AlphaCorp,2024-01-23,1991.34,2147.43,1205.05,786.3,175.71,28.02,HR,West
AlphaCorp,2024-01-24,1606.57,1121.99,633.55,973.02,579.72,461.49,HR,East
AlphaCorp,2024-01-25,2279.38,1802.53,922.5,1356.88,767.9,655.86,IT,East
AlphaCorp,2024-01-26,2800.44,1671.83,1016.69,1783.74,1319.06,1241.93,IT,West
AlphaCorp,2024-01-27,2167.95,1244.59,685.44,1482.51,1145.48,1040.12,IT,South
AlphaCorp,2024-01-28,2325.31,1607.39,884.63,1440.68,970.45,841.38,Operations,North
AlphaCorp,2024-01-29,2524.23,2555.52,1492.27,1031.96,219.0,95.72,Marketing,South
AlphaCorp,2024-01-30,2421.81,3507.66,1914.5,507.31,-650.93,-752.43,Marketing,South
AlphaCorp,2024-01-31,1648.54,893.11,594.95,1053.59,747.19,677.3,HR,South
AlphaCorp,2024-02-01,2261.4,1486.87,976.98,1284.42,747.57,683.25,HR,West
AlphaCorp,2024-02-02,2022.82,1184.17,823.59,1199.23,793.23,693.42,HR,West
AlphaCorp,2024-02-03,2409.24,4829.87,2944.66,-535.42,-1506.88,-1560.37,Operations,East
AlphaCorp,2024-02-04,2128.42,1440.98,993.32,1135.09,746.07,676.57,HR,West
AlphaCorp,2024-02-05,2653.17,1844.77,1160.15,1493.02,1073.47,1021.26,Operations,North
AlphaCorp,2024-02-06,2913.17,1953.45,1111.56,1801.61,1176.47,1039.96,IT,West
AlphaCorp,2024-02-07,3453.33,4037.46,2321.05,1132.28,-162.43,-236.0,Marketing,West
AlphaCorp,2024-02-08,2387.49,1528.91,990.41,1397.08,954.79,902.87,IT,East
AlphaCorp,2024-02-09,2044.3,995.17,632.37,1411.92,1202.36,1080.01,HR,North
AlphaCorp,2024-02-10,2823.01,2002.64,1373.69,1449.32,1013.27,738.78,Operations,West
AlphaCorp,2024-02-11,2045.76,1368.82,952.19,1093.57,714.46,608.76,Operations,South
AlphaCorp,2024-02-12,2801.27,5449.12,3100.55,-299.28,-1812.85,-1863.29,Marketing,North
AlphaCorp,2024-02-13,3010.7,3118.49,2126.54,884.16,-105.68,-239.94,Marketing,North
AlphaCorp,2024-02-14,2953.99,2258.74,1364.42,1589.58,774.27,683.01,Marketing,East
AlphaCorp,2024-02-15,2450.9,1799.91,1005.75,1445.15,1060.21,986.89,Operations,East
AlphaCorp,2024-02-16,2068.22,974.18,676.66,1391.56,1123.57,1068.85,HR,West
AlphaCorp,2024-02-17,3235.76,2835.9,1636.7,1599.06,883.48,745.3,Marketing,West
AlphaCorp,2024-02-18,1969.24,974.59,549.45,1419.79,1213.78,1066.22,IT,South
AlphaCorp,2024-02-19,3134.14,2476.47,1632.65,1501.49,661.35,526.68,IT,West
AlphaCorp,2024-02-20,2620.62,2629.87,1640.54,980.08,291.89,161.93,Operations,West
AlphaCorp,2024-02-21,2403.72,1856.92,1272.56,1131.16,424.27,341.26,Operations,North
AlphaCorp,2024-02-22,1753.33,1017.51,685.05,1068.28,673.44,618.86,HR,South
AlphaCorp,2024-02-23,2095.54,2593.96,1767.28,328.27,-295.97,-411.19,IT,South
AlphaCorp,2024-02-24,2005.98,1615.67,848.39,1157.58,816.11,733.37,Operations,South
AlphaCorp,2024-02-25,2430.71,1876.39,1196.72,1233.99,790.64,691.92,Operations,North
AlphaCorp,2024-02-26,1609.07,694.32,391.83,1217.24,1026.2,898.52,HR,South
AlphaCorp,2024-02-27,2878.64,2250.42,1312.9,1565.74,677.75,626.19,Operations,West
AlphaCorp,2024-02-28,1705.2,942.87,562.23,1142.97,943.96,835.59,HR,South
AlphaCorp,2024-02-29,2369.59,1592.05,874.93,1494.67,1016.25,876.39,IT,South
AlphaCorp,2024-03-01,1561.28,711.34,493.99,1067.3,880.8,811.49,HR,East
AlphaCorp,2024-03-02,2121.07,1346.65,899.67,1221.4,728.97,651.24,Operations,South
AlphaCorp,2024-03-03,1830.15,1329.11,712.07,1118.08,598.08,508.25,HR,East
AlphaCorp,2024-03-04,2867.21,1951.55,1016.93,1850.29,1146.64,1030.24,Marketing,South
AlphaCorp,2024-03-05,2831.11,2324.5,1487.83,1343.27,614.55,488.34,IT,North
AlphaCorp,2024-03-06,2420.43,1595.48,951.38,1469.05,898.05,808.09,IT,South
AlphaCorp,2024-03-07,2344.39,1862.23,982.07,1362.31,734.42,666.97,HR,West
AlphaCorp,2024-03-08,3527.9,3476.6,2318.15,1209.76,259.0,143.75,Marketing,West
AlphaCorp,2024-03-09,2372.5,1783.32,964.77,1407.73,766.98,674.24,HR,West
AlphaCorp,2024-03-10,2719.12,1744.03,1204.39,1514.73,1028.02,955.6,Operations,North
AlphaCorp,2024-03-11,1853.46,1326.65,855.85,997.61,587.08,531.6,HR,South
AlphaCorp,2024-03-12,2159.66,1433.93,912.58,1247.08,767.04,714.28,HR,North
AlphaCorp,2024-03-13,2680.53,1779.98,907.16,1773.37,1107.65,1056.28,IT,South
AlphaCorp,2024-03-14,2377.26,1448.96,942.52,1434.74,1023.81,918.13,Operations,South
AlphaCorp,2024-03-15,2403.89,2103.94,1431.84,972.05,275.14,147.1,HR,West
AlphaCorp,2024-03-16,3627.7,4702.2,2366.58,1261.13,248.88,133.41,Marketing,West
AlphaCorp,2024-03-17,2746.41,1522.8,950.26,1796.15,1367.17,1225.86,IT,North
AlphaCorp,2024-03-18,3292.99,5737.65,3574.64,-281.65,-2075.63,-2170.59,Marketing,West
AlphaCorp,2024-03-19,2858.37,2167.95,1089.08,1769.29,998.13,930.02,IT,North
AlphaCorp,2024-03-20,2597.57,1943.26,1009.87,1587.71,1180.38,1040.2,Operations,North
AlphaCorp,2024-03-21,3601.41,3244.08,2108.87,1492.54,480.07,391.26,IT,West
AlphaCorp,2024-03-22,2975.03,2761.57,1887.38,1087.65,15.61,-107.64,Marketing,South
AlphaCorp,2024-03-23,2105.38,1069.81,615.37,1490.0,1174.07,1035.56,HR,North
AlphaCorp,2024-03-24,3308.91,3911.04,2488.99,819.91,-480.79,-549.93,Marketing,West
AlphaCorp,2024-03-25,3034.32,2565.91,1499.42,1534.9,614.39,484.58,Marketing,East
AlphaCorp,2024-03-26,1674.18,1143.19,668.69,1005.5,589.42,495.99,HR,South
AlphaCorp,2024-03-27,3080.86,3218.22,2098.32,982.53,-136.79,-218.37,Marketing,East
AlphaCorp,2024-03-28,1873.51,1056.41,708.66,1164.85,796.93,710.68,HR,East
AlphaCorp,2024-03-29,2479.42,2183.96,1451.96,1027.46,374.97,316.79,Operations,South
AlphaCorp,2024-03-30,2249.92,1824.68,919.18,1330.74,792.84,694.35,HR,North
AlphaCorp,2024-03-31,2068.85,1277.38,800.87,1267.98,989.13,872.54,HR,North
AlphaCorp,2024-04-01,3101.62,2525.49,1637.43,1464.19,521.06,415.58,Marketing,North
AlphaCorp,2024-04-02,2931.77,2540.6,1386.18,1545.59,593.13,484.21,IT,North
AlphaCorp,2024-04-03,1903.82,1455.44,769.91,1133.91,629.53,521.95,HR,East
AlphaCorp,2024-04-04,3472.46,4409.8,2820.94,651.52,-563.12,-661.73,Marketing,West
AlphaCorp,2024-04-05,2444.34,2559.74,1752.68,691.67,40.15,-26.62,Marketing,South
AlphaCorp,2024-04-06,2162.58,1260.29,720.72,1441.86,1049.92,904.43,HR,North
AlphaCorp,2024-04-07,2290.03,1157.78,648.24,1641.79,1275.46,1166.01,IT,East
AlphaCorp,2024-04-08,2070.72,1489.29,829.15,1241.57,890.79,785.4,HR,South
AlphaCorp,2024-04-09,1739.12,971.56,614.44,1124.68,742.63,613.27,Operations,South
AlphaCorp,2024-04-10,1921.15,1195.36,679.36,1241.78,913.41,788.44,HR,East
AlphaCorp,2024-04-11,2310.39,1200.27,760.73,1549.65,1255.04,1123.21,HR,West
AlphaCorp,2024-04-12,2810.35,2088.97,1395.56,1414.79,868.18,798.11,IT,North
AlphaCorp,2024-04-13,3056.85,3082.55,1976.16,1080.69,133.45,29.48,Operations,West
AlphaCorp,2024-04-14,3349.3,2741.14,1554.42,1794.89,1232.32,1103.71,IT,West
AlphaCorp,2024-04-15,4014.59,5489.14,3693.58,321.01,-1677.56,-1352.28,Marketing,West
AlphaCorp,2024-04-16,2587.34,1524.03,1042.07,1545.27,1154.24,1033.17,IT,East
AlphaCorp,2024-04-17,2590.18,4368.36,2468.03,122.15,-1007.0,-1078.1,Marketing,South
AlphaCorp,2024-04-18,1763.47,733.84,453.64,1309.83,1096.34,1012.82,HR,South
AlphaCorp,2024-04-19,2923.11,2058.22,1394.17,1528.94,983.82,690.75,Operations,West
AlphaCorp,2024-04-20,3512.16,4609.85,2989.28,522.88,-1122.74,-1267.28,Marketing,West
AlphaCorp,2024-04-21,3605.41,3026.13,2031.07,1574.34,600.06,461.6,Marketing,West
AlphaCorp,2024-04-22,1945.91,1079.62,589.02,1356.89,980.42,909.13,HR,East
AlphaCorp,2024-04-23,2346.91,1464.74,963.21,1383.7,929.14,843.83,Operations,South
AlphaCorp,2024-04-24,2069.9,1569.75,1026.65,1043.25,651.93,527.96,HR,North
AlphaCorp,2024-04-25,2976.3,2395.17,1387.83,1588.47,783.93,564.42,Operations,West
AlphaCorp,2024-04-26,1817.31,672.88,456.77,1360.54,1162.67,1034.3,HR,South
AlphaCorp,2024-04-27,3492.04,2480.65,1303.9,2188.14,1536.93,1403.38,IT,West
AlphaCorp,2024-04-28,1806.83,919.53,540.82,1266.01,949.98,834.26,HR,South
AlphaCorp,2024-04-29,2998.46,2107.14,1380.46,1618.0,1061.09,927.97,IT,North
AlphaCorp,2024-04-30,2833.3,3030.04,1913.25,920.05,-4.1,-70.83,Marketing,South
AlphaCorp,2024-05-01,2353.07,1964.02,1044.27,1308.8,532.35,395.97,Operations,East
AlphaCorp,2024-05-02,2705.73,3472.16,2019.68,686.05,-691.38,-821.02,Marketing,East
AlphaCorp,2024-05-03,2828.71,2621.68,1506.5,1322.21,737.84,636.1,Operations,West
AlphaCorp,2024-05-04,1946.9,1444.72,780.56,1166.34,794.1,739.73,HR,North
AlphaCorp,2024-05-05,2561.24,2816.17,1583.14,978.1,167.82,100.29,Marketing,East
AlphaCorp,2024-05-06,3482.3,3087.35,2125.27,1357.02,322.67,159.18,Marketing,West
AlphaCorp,2024-05-07,2523.3,1273.38,866.3,1657.0,1389.62,1298.06,IT,East
AlphaCorp,2024-05-08,2415.9,1554.5,1069.0,1346.9,807.13,719.15,Operations,South
AlphaCorp,2024-05-09,2763.52,2338.82,1395.98,1367.54,536.82,411.27,Marketing,North
AlphaCorp,2024-05-10,2743.19,2262.85,1410.79,1332.4,730.67,650.32,IT,North
AlphaCorp,2024-05-11,2369.94,1550.44,988.94,1381.0,836.84,723.71,HR,West
AlphaCorp,2024-05-12,2238.69,3518.9,2192.18,46.5,-998.67,-1056.5,Marketing,South
AlphaCorp,2024-05-13,2806.8,3427.88,2187.53,619.27,-236.7,-360.96,Marketing,West
AlphaCorp,2024-05-14,1923.12,1537.47,1030.84,892.27,428.83,348.23,HR,North
AlphaCorp,2024-05-15,2686.68,2333.36,1273.44,1413.24,609.47,462.26,Marketing,East
AlphaCorp,2024-05-16,3102.5,3379.75,1940.23,1162.27,252.82,159.17,Marketing,East
AlphaCorp,2024-05-17,3125.44,2969.11,2028.2,1097.24,325.51,210.65,Marketing,North
AlphaCorp,2024-05-18,2505.6,1872.44,936.65,1568.95,1135.98,1074.74,IT,South
AlphaCorp,2024-05-19,2334.84,1784.09,957.85,1377.0,684.9,601.96,Operations,East
AlphaCorp,2024-05-20,2516.26,1315.47,878.05,1638.21,1267.97,1146.9,IT,South
AlphaCorp,2024-05-21,2388.53,1805.94,1229.41,1159.12,498.82,371.64,HR,West
AlphaCorp,2024-05-22,2111.0,1054.63,677.61,1433.39,1219.69,736.73,HR,West
AlphaCorp,2024-05-23,2339.69,1859.47,960.39,1379.3,901.56,784.37,Operations,East
AlphaCorp,2024-05-24,2211.98,2044.45,1101.94,1110.04,667.09,564.29,Operations,East
AlphaCorp,2024-05-25,3091.56,4593.72,2400.65,690.9,-1141.37,-1191.94,Marketing,North
AlphaCorp,2024-05-26,2063.49,1165.59,641.39,1422.1,1144.18,1061.23,HR,North
AlphaCorp,2024-05-27,1751.17,773.64,490.27,1260.9,1101.5,1051.21,HR,South
AlphaCorp,2024-05-28,2784.07,3003.05,1646.94,1137.13,424.62,321.59,Marketing,South
AlphaCorp,2024-05-29,2456.14,2295.36,1415.23,1040.91,372.78,294.13,Operations,North
AlphaCorp,2024-05-30,2169.55,1253.03,876.55,1293.0,840.01,748.85,IT,North
AlphaCorp,2024-05-31,1954.87,1049.57,537.66,1417.21,1070.31,977.0,HR,South
AlphaCorp,2024-06-01,2417.35,2128.41,1451.3,966.04,341.02,249.5,IT,East
AlphaCorp,2024-06-02,2264.16,2345.59,1336.65,927.5,116.95,3.9,Operations,North
AlphaCorp,2024-06-03,2603.11,1672.09,951.76,1651.35,1228.48,1105.06,Marketing,South
AlphaCorp,2024-06-04,2405.47,1421.57,919.94,1485.54,1072.63,924.13,IT,South
AlphaCorp,2024-06-05,1939.9,1148.34,635.9,1303.99,899.67,842.9,HR,West
AlphaCorp,2024-06-06,2756.6,1597.93,934.42,1822.18,1447.64,1319.31,IT,West
AlphaCorp,2024-06-07,2292.67,1213.1,612.79,1679.87,1414.5,1304.62,IT,South
AlphaCorp,2024-06-08,1975.98,1559.14,1005.56,970.42,581.5,508.48,HR,East
AlphaCorp,2024-06-09,3411.19,3549.94,2224.29,1186.9,403.44,300.38,Marketing,West
AlphaCorp,2024-06-10,2135.71,4696.14,2628.49,-492.78,-1512.31,-1573.84,Operations,East
AlphaCorp,2024-06-11,2255.94,2115.11,1470.56,785.38,297.44,150.53,Marketing,South
AlphaCorp,2024-06-12,2534.39,1701.8,1101.61,1432.78,869.64,812.48,Operations,North
AlphaCorp,2024-06-13,2556.9,2619.14,1439.34,1117.55,282.38,224.57,Operations,North
AlphaCorp,2024-06-14,2446.03,5027.68,3502.0,-1055.97,-2674.23,-2771.97,Operations,West
AlphaCorp,2024-06-15,2109.64,1730.65,1066.75,1042.89,486.04,433.24,Operations,South
AlphaCorp,2024-06-16,2635.01,2237.46,1263.88,1371.13,614.82,475.91,IT,North
AlphaCorp,2024-06-17,2746.16,2080.07,1392.35,1353.81,650.4,522.8,IT,West
AlphaCorp,2024-06-18,2194.32,1874.19,1171.92,1022.4,581.99,476.73,HR,West
AlphaCorp,2024-06-19,2204.26,1983.01,1024.54,1179.72,555.69,454.85,Operations,South
AlphaCorp,2024-06-20,2568.0,2069.81,1353.11,1214.89,570.81,476.74,IT,North
AlphaCorp,2024-06-21,3071.69,6411.75,4250.66,-1178.97,-2630.75,-2714.67,Marketing,West
AlphaCorp,2024-06-22,2907.56,2640.29,1571.91,1335.65,304.23,233.48,IT,North
AlphaCorp,2024-06-23,2889.4,2392.44,1249.53,1639.87,985.39,852.27,IT,West
AlphaCorp,2024-06-24,1433.88,953.99,512.81,921.07,717.35,652.28,HR,East
AlphaCorp,2024-06-25,1714.26,928.0,512.73,1201.53,978.05,854.41,HR,South
AlphaCorp,2024-06-26,2812.79,2144.27,1360.42,1452.37,831.04,698.69,Operations,West
AlphaCorp,2024-06-27,2985.43,2162.61,1152.23,1833.2,1143.89,1041.26,Operations,West
AlphaCorp,2024-06-28,2301.17,2065.37,1372.5,928.67,152.08,11.2,IT,West
AlphaCorp,2024-06-29,2070.99,2226.22,1547.06,523.94,-173.97,-285.16,Operations,West
AlphaCorp,2024-06-30,2378.92,2430.74,1621.37,757.55,-34.62,-131.99,Operations,North
AlphaCorp,2024-07-01,1515.68,1087.48,647.43,868.26,635.7,502.85,HR,West
AlphaCorp,2024-07-02,1382.49,1045.14,591.09,791.41,459.05,394.88,HR,East
AlphaCorp,2024-07-03,1640.54,764.93,516.99,1123.55,898.39,790.82,HR,East
AlphaCorp,2024-07-04,2906.58,2347.39,1546.61,1359.97,775.62,713.35,Marketing,West
AlphaCorp,2024-07-05,2476.45,2234.26,1234.89,1241.55,491.55,384.03,IT,North
AlphaCorp,2024-07-06,2205.66,1398.56,800.15,1405.51,896.73,841.86,Operations,East
AlphaCorp,2024-07-07,1920.36,1551.43,846.44,1073.92,522.12,441.3,HR,North
AlphaCorp,2024-07-08,2032.97,1620.82,856.18,1176.78,647.12,571.69,IT,South
AlphaCorp,2024-07-09,2354.47,1666.72,1073.56,1280.91,927.47,840.77,IT,East
AlphaCorp,2024-07-10,2345.31,3635.56,2368.12,-22.81,-1278.01,-1410.53,IT,East
AlphaCorp,2024-07-11,2769.61,3134.87,2161.9,607.71,-349.51,-412.65,Marketing,North
AlphaCorp,2024-07-12,1513.36,547.43,377.83,1135.53,933.2,809.2,HR,South
AlphaCorp,2024-07-13,2296.0,2789.87,1950.63,345.36,-483.91,-619.53,Operations,East
AlphaCorp,2024-07-14,2527.12,1683.63,1177.36,1349.77,869.75,812.61,Marketing,South
AlphaCorp,2024-07-15,2248.32,2148.38,1282.22,966.1,180.95,99.17,Operations,West
AlphaCorp,2024-07-16,2552.62,2433.99,1587.63,965.0,114.92,-22.1,IT,West
AlphaCorp,2024-07-17,2828.62,3164.73,1781.42,1047.2,290.89,151.25,Marketing,East
AlphaCorp,2024-07-18,2367.81,1835.42,1251.5,1116.31,598.9,504.62,IT,South
AlphaCorp,2024-07-19,2765.34,2648.16,1746.32,1019.01,415.01,272.3,IT,West
AlphaCorp,2024-07-20,2186.67,1550.71,972.97,1213.7,662.23,547.97,IT,East
AlphaCorp,2024-07-21,2482.2,2576.32,1725.33,756.87,172.91,122.56,Operations,North
AlphaCorp,2024-07-22,2223.33,3254.74,2127.62,95.71,-944.15,-1019.19,Marketing,South
AlphaCorp,2024-07-23,1959.69,1891.11,1222.88,736.81,103.7,-9.28,IT,West
AlphaCorp,2024-07-24,2959.51,2526.37,1324.41,1635.1,769.42,668.3,Marketing,West
AlphaCorp,2024-07-25,2067.53,1609.71,890.46,1177.07,600.09,462.24,Operations,East
AlphaCorp,2024-07-26,2874.0,2323.35,1194.71,1679.28,1049.26,982.97,Marketing,West
AlphaCorp,2024-07-27,1412.92,892.87,448.38,964.54,750.01,617.71,HR,North
AlphaCorp,2024-07-28,2990.0,4058.79,2504.29,485.71,-1022.66,-835.43,Marketing,West
AlphaCorp,2024-07-29,2092.84,1056.02,679.08,1413.76,1088.65,1014.7,IT,South
AlphaCorp,2024-07-30,2267.86,1716.2,1181.56,1086.31,469.18,417.62,IT,South
AlphaCorp,2024-07-31,1840.91,1362.75,706.09,1134.82,685.05,623.05,Operations,South
AlphaCorp,2024-08-01,1634.37,2231.61,1160.19,474.18,-56.23,-134.97,Marketing,South
AlphaCorp,2024-08-02,2440.5,2295.51,1548.65,891.85,8.1,-103.96,Operations,West
AlphaCorp,2024-08-03,2293.82,2419.92,1675.8,618.02,-106.78,-179.45,Marketing,East
AlphaCorp,2024-08-04,2217.61,1656.16,973.79,1243.82,626.06,539.33,IT,East
AlphaCorp,2024-08-05,1864.67,1220.21,724.9,1139.77,807.44,756.06,IT,East
AlphaCorp,2024-08-06,1752.05,911.68,590.41,1161.64,866.76,795.81,IT,East
AlphaCorp,2024-08-07,1535.7,706.13,448.46,1087.24,897.22,796.52,HR,South
